2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
1001-1200,1001-1200,Université de Toulouse II-Le Mirail,FR,France,XL,FO,VH,5,A,10.1,601+,2.6,601+,1.2,701+,7.0,701+,28.5,499,21.6,524,12.5,630,6.7,701+,1.1,701+,-
1001-1200,1001-1200,Université Lumière Lyon 2,FR,France,L,SP,,4,A,10.9,601+,2.5,601+,5.5,701+,6.3,701+,28.0,501,38.2,361,12.2,633,6.7,701+,3.7,701+,-
1001-1200,1001-1200,Universiti Kuala Lumpur (UniKL),MY,Malaysia,L,FC,HI,2,C,6.4,601+,9.9,601+,33.6,475,2.1,701+,8.0,701+,3.8,701+,1.1,701+,9.8,701+,1.1,701+,-
1001-1200,801-1000,Universiti Malaysia Perlis,MY,Malaysia,M,FO,VH,2,A,7.3,601+,5.5,601+,24.1,590,7.5,701+,2.0,701+,4.0,701+,1.6,701+,9,701+,15.6,601=,-
1001-1200,1001-1200,Universiti Malaysia Sabah (UMS),MY,Malaysia,L,FC,HI,3,A,13.6,601+,10.0,601+,7.8,701+,3.3,701+,9.8,701+,4.0,701+,1.7,701+,9.6,701+,2,701+,-
1001-1200,1001-1200,Universiti Malaysia Sarawak (UNIMAS),MY,Malaysia,L,FC,HI,3,A,12.6,601+,8.7,601+,11.9,701+,3.0,701+,37.3,433,8.7,701+,1.3,701+,8.9,701+,1.2,701+,-
1001-1200,1001-1200,Universiti Malaysia Terengganu (UMT),MY,Malaysia,M,FO,VH,2,A,10.0,601+,4.6,601+,10.8,701+,9.3,701+,12.9,701+,6.7,701+,7.4,701+,8.6,701+,23.7,506=,-
1001-1200,1001-1200,Universiti Tun Hussein Onn University of Malaysia (UTHM),MY,Malaysia,L,CO,VH,2,A,9.1,601+,7.0,601+,9.6,701+,7.7,701+,8.0,701+,7.0,701+,5.0,701+,9.4,701+,11.3,654,-
1001-1200,1001-1200,University of Arkansas Fayetteville ,US,United States,L,FO,VH,5,A,6.8,601+,4.3,601+,6.6,701+,11.9,701+,5.1,701+,3.2,701+,7.1,701+,15.7,531,6.2,701+,-
1001-1200,1201-1400,University of Colombo,LK,Sri Lanka,L,CO,HI,5,A,11.7,601+,14.8,555,2.5,701+,3.1,701+,1.1,701+,1.3,701+,1.1,701+,44.5,161,19.9,545=,-
1001-1200,1001-1200,University of Derby,UK,United Kingdom,L,CO,HI,3,A,4.8,601+,3.2,601+,11.3,701+,4.7,701+,30.5,486,48.5,305,4.4,701+,9.3,701+,3.8,701+,-
1001-1200,,University of Deusto,ES,Spain,M,FO,VH,5,,5.8,601+,20.9,445,5.0,701+,6.8,701+,,,,,1.3,701+,12.7,677,,,-
1001-1200,801-1000,University of Hradec Kralove,CZ,Czech Republic,M,FO,VH,4,A,5.0,601+,1.9,601+,27.9,547,4.5,701+,41.4,400,3.0,701+,3.4,701+,10,701+,1,701+,-
1001-1200,801-1000,University of Idaho,US,United States,M,CO,VH,,A,3.7,601+,1.4,601+,12.2,701+,34.7,390,5.4,701+,5.0,701+,2.5,701+,8.3,701+,,,-
1001-1200,1201-1400,University of Karachi,PK,Pakistan,XL,CO,HI,4,A,10.4,601+,15.3,540,1.6,701+,4.6,701+,3.8,701+,1.1,701+,2.6,701+,6.9,701+,12.3,640=,-
1001-1200,801-1000,University of Louisville,US,United States,L,FC,HI,5,A,3.5,601+,4.5,601+,24.9,587,10.1,701+,34.8,456,3.3,701+,15.8,586,12.5,693,,,-
1001-1200,801-1000,University of Mississippi,US,United States,L,CO,VH,5,A,4.3,601+,3.2,601+,36.6,432,8.9,701+,14.5,675,2.9,701+,12.5,629,8.4,701+,4.1,701+,-
1001-1200,1001-1200,"University of Missouri, Kansas City",US,United States,M,CO,VH,4,A,4.7,601+,5.1,601+,17.8,701+,17.5,589,5.1,701+,13.5,653,2.5,701+,9.7,701+,1.3,701+,-
1001-1200,1001-1200,University of Nairobi,KE,Kenya,XL,FC,MD,4,A,9.6,601+,14.6,557,18.1,701+,1.7,701+,,,,,3.6,701+,54.4,116,4.1,701+,-
1001-1200,1001-1200,University of Naples Parthenope,IT,Italy,M,FO,VH,4,A,3.5,601+,2.0,601+,3.7,701+,38.9,353,1.8,701+,1.9,701+,1.7,701+,4.8,701+,3.4,701+,-
1001-1200,801-1000,University of New Hampshire,US,United States,L,CO,VH,5,A,5.5,601+,4.3,601+,11.4,701+,18.7,571,10.8,701+,3.0,701+,5.7,701+,10.3,701+,11.6,652=,-
1001-1200,1201-1400,University of North Carolina at Charlotte,US,United States,L,CO,VH,4,A,5.7,601+,4.5,601+,5.0,701+,14.1,656,8.7,701+,5.5,701+,14.4,605,10.6,701+,23,514=,-
1001-1200,1001-1200,University of North Texas,US,United States,XL,FC,HI,5,A,7.0,601+,6.8,601+,3.4,701+,19.3,563,4.9,701+,14.7,625,9.6,678,25.5,326,8.9,689=,-
1001-1200,1201-1400,University of Novi Sad,RS,Serbia,XL,FC,HI,4,A,8.8,601+,3.6,601+,9.3,701+,3.4,701+,,,,,47.5,330,9,701+,2.2,701+,-
1001-1200,1001-1200,University of Pardubice,CZ,Czech Republic,M,FO,VH,4,A,4.8,601+,2.6,601+,39.8,398,3.3,701+,11.5,701+,11.1,689,1.1,701+,7.8,701+,1,701+,-
1001-1200,1001-1200,University of Primorska,SI,Slovenia,M,CO,HI,3,A,3.1,601+,2.3,601+,9.4,701+,5.1,701+,26.3,520,28.6,435,5.7,701+,67.8,80,1.4,701+,-
1001-1200,1001-1200,University of Regina,CA,Canada,L,CO,HI,3,A,3.5,601+,2.9,601+,4.0,701+,21.2,542,8.8,701+,41.1,338,5.7,701+,8.3,701+,,,-
1001-1200,1001-1200,University of Rhode Island ,US,United States,L,CO,VH,5,A,5.6,601+,2.8,601+,6.9,701+,16.7,605,5.1,701+,2.7,701+,3.3,701+,12.7,684,58.6,255=,-
1001-1200,1001-1200,University of San Francisco,US,United States,M,CO,HI,5,B,6.6,601+,4.0,601+,17.0,701+,4.5,701+,1.8,701+,20.3,543,1.0,701+,22.8,366,1.1,701+,-
1001-1200,701-750,University of South Bohemia,CZ,Czech Republic,M,FO,VH,3,A,5.5,601+,2.6,601+,68.7,190,4.8,701+,,,,,5.9,701+,7.7,701+,1.2,701+,-
1001-1200,1001-1200,University of Texas at San Antonio,US,United States,L,FO,VH,4,A,6.2,601+,3.0,601+,3.7,701+,25.2,482,13.5,695,2.8,701+,17.6,567,8.8,701+,5.9,701+,-
1001-1200,1201-1400,University of Texas El Paso ,US,United States,L,FO,VH,5,A,4.8,601+,2.1,601+,5.6,701+,15.6,623,10.5,701+,5.9,701+,15.5,588,7.5,701+,3.4,701+,-
1001-1200,,University of the Free State,ZA,South Africa,L,FO,VH,5,A,5.6,601+,6.6,601+,3.5,701+,7.9,701+,,,4.9,701+,66.4,211,9.6,701+,,,-
1001-1200,1001-1200,University of the Sunshine Coast ,AU,Australia,L,CO,HI,3,A,3.0,601+,2.2,601+,2.3,701+,22.8,517,2.9,701+,18.5,565,6.4,701+,6.1,701+,7.1,701+,-
1001-1200,1001-1200,University of Toledo,US,United States,L,FC,HI,,A,3.8,601+,4.4,601+,8.7,701+,21.4,538,9.6,701+,8.8,701+,5.1,701+,10.3,701+,,,-
1001-1200,801-1000,University of Tulsa,US,United States,S,CO,VH,5,B,2.4,601+,3.0,601+,37.8,417,12.3,692,5.1,701+,12.2,675,1.0,701+,15.4,543,1.1,701+,-
1001-1200,801-1000,University of Tyumen,RU,Russia,M,FO,VH,4,A,4.1,601+,2.3,601+,39.0,407,1.6,701+,4.8,701+,15.2,616,1.7,701+,8.7,701+,3,701+,-
1001-1200,1001-1200,University of Wisconsin Milwaukee ,US,United States,L,FO,VH,5,A,8.3,601+,2.7,601+,8.8,701+,13.4,671,6.6,701+,3.9,701+,4.1,701+,10.2,701+,11.8,644=,-
1001-1200,1001-1200,University of Wolverhampton,UK,United Kingdom,L,CO,HI,5,A,3.4,601+,3.2,601+,10.4,701+,9.4,701+,34.7,457,72.1,200,3.7,701+,8.8,701+,1.4,701+,-
1001-1200,801-1000,University of Wyoming,US,United States,M,CO,VH,5,A,3.0,601+,1.4,601+,25.9,570,23.4,508,7.7,701+,4.0,701+,10.7,660,9.8,701+,6.3,701+,-
1001-1200,801-1000,University of Žilina,SK,Slovakia,M,FO,VH,4,A,5.7,601+,1.0,601+,56.1,264,6.2,701+,2.5,701+,2.9,701+,1.2,701+,13.4,641,1.1,701+,-
1001-1200,1001-1200,Utah State University ,US,United States,L,CO,VH,5,A,6.6,601+,3.2,601+,6.3,701+,24.4,495,1.1,701+,1.7,701+,23.8,510,9.5,701+,15.8,598=,-
1001-1200,1201-1400,VSB - Technical University of Ostrava,CZ,Czech Republic,M,FO,VH,5,A,5.4,601+,10.3,601+,15.5,701+,4.3,701+,8.4,701+,22.0,514,1.8,701+,9.4,701+,8.4,695=,-
1001-1200,1001-1200,Warsaw University of Life Sciences – SGGW (WULS-SGGW),PL,Poland,L,FO,VH,5,A,6.9,601+,5.0,601+,20.2,661,6.0,701+,2.4,701+,7.7,701+,32.3,442,6.3,701+,1.9,701+,-
1001-1200,1001-1200,Western Michigan University,US,United States,L,FC,HI,5,A,5.3,601+,3.6,601+,10.8,701+,5.8,701+,32.3,472,10.4,701+,2.2,701+,17,498,1.9,701+,-
1001-1200,1001-1200,Xi'an Jiaotong Liverpool University,CN,China (Mainland),L,CO,HI,2,B,4.3,601+,2.1,601+,5.7,701+,5.8,701+,97.5,122,3.1,701+,1.6,701+,6.9,701+,1.8,701+,-
1001-1200,801-1000,Yamaguchi University ,JP,Japan,M,FC,HI,4,A,4.0,601+,1.7,601+,43.2,363,4.5,701+,7.0,701+,2.7,701+,1.2,701+,8,701+,1.1,701+,-
1001-1200,1201-1400,Yarmouk University,JO,Jordan,L,FC,MD,3,A,11.9,601+,14.5,564,2.8,701+,2.5,701+,7.8,701+,13.9,643,3.9,701+,28.4,283,1.1,701+,-
1001-1200,801-1000,Yerevan State University,AM,Armenia,M,CO,HI,5,A,7.0,601+,3.0,601+,45.4,347,1.4,701+,5.2,701+,1.6,701+,1.0,701+,35.2,215,1,701+,-
1201-1400,1201-1400,Lucian Blaga University of Sibiu,RO,Romania,L,FC,MD,3,A,3.7,601+,2.5,601+,8.1,701+,1.8,701+,12.5,701+,3.1,701+,49.8,313,9,701+,1.8,701+,-
1201-1400,1201-1400, Don State Technical University,RU,Russia,L,CO,HI,4,A,4.2,601+,3.1,601+,13.3,701+,1.4,701+,1.6,701+,14.8,624,1.0,701+,7.2,701+,1.3,701+,-
1201-1400,1201-1400,Al-Azhar University,EG,Egypt,XL,CO,VH,4,A,11.2,601+,6.8,601+,11.1,701+,1.3,701+,1.5,701+,10.4,701+,5.2,701+,13.6,628,1.2,701+,-
1201-1400,1201-1400,Alexandru Ioan Cuza University,RO,Romania,L,FO,VH,5,A,8.0,601+,8.0,601+,5.3,701+,2.9,701+,3.6,701+,10.9,693,1.8,701+,8,701+,1.2,701+,-
1201-1400,1201-1400,Anadolu University,TR,Turkey,L,FO,VH,4,A,4.0,601+,4.0,601+,13.8,701+,2.9,701+,1.9,701+,3.1,701+,1.4,701+,10.6,701+,1.1,701+,-
1201-1400,1201-1400,Aoyama Gakuin University,JP,Japan,L,CO,MD,4,B,6.9,601+,12.3,601+,5.4,701+,2.0,701+,16.3,648,2.7,701+,1.0,701+,11.4,701+,1,701+,-
1201-1400,,Atma Jaya Catholic University Jakarta,ID,Indonesia,M,FO,HI,4,C,5.8,601+,6.3,601+,8.8,701+,1.3,701+,2.1,701+,1.1,701+,1.0,701+,15.9,526,1.4,701+,-
1201-1400,,Azerbaijan State Oil and Industry University,AZ,Azerbaijan,L,SP,,5,A,4.9,601+,3.0,601+,27.3,556,1.1,701+,10.1,701+,2.7,701+,1.0,701+,29.5,271,1.3,701+,-
1201-1400,1201-1400,Bahauddin Zakariya University ,PK,Pakistan,XL,CO,HI,3,A,5.4,601+,5.5,601+,1.7,701+,12.1,698,,,1.0,701+,2.7,701+,5.7,701+,1.1,701+,-
1201-1400,1001-1200,Belarusian State University of Informatics and Radioelectronics,BY,Belarus,M,SP,,4,A,7.4,601+,18.3,478,12.0,701+,1.3,701+,1.2,701+,5.6,701+,1.0,701+,10.9,701+,,,-
1201-1400,1001-1200,Benemérita Universidad Autónoma de Puebla,MX,Mexico,XL,FC,HI,5,A,15.3,569,6.5,601+,3.2,701+,2.0,701+,2.9,701+,1.3,701+,1.3,701+,6.5,701+,3,701+,-
1201-1400,1201-1400,Birzeit university,PS,"Palestinian Territory, Occupied",M,CO,MD,4,B,6.3,601+,9.4,601+,4.9,701+,2.7,701+,14.3,678,4.3,701+,1.2,701+,16.8,505,1,701+,-
1201-1400,1201-1400,British University in Egypt,EG,Egypt,M,CO,HI,2,C,5.7,601+,4.5,601+,23.1,614,2.2,701+,2.8,701+,2.6,701+,1.0,701+,6.8,701+,1.4,701+,-
1201-1400,1001-1200,Brock University,CA,Canada,L,CO,HI,4,A,4.1,601+,6.8,601+,2.4,701+,15.1,632,2.2,701+,18.8,563,2.5,701+,8.7,701+,2,701+,-
1201-1400,1201-1400,California Polytechnic State University,US,United States,L,CO,HI,,A,3.7,601+,9.3,601+,7.0,701+,3.4,701+,,,,,1.5,701+,13.2,647,,,-
1201-1400,1201-1400,Católica de Córdoba,AR,Argentina,M,FC,MD,4,B,4.7,601+,2.7,601+,18.1,701+,1.2,701+,4.2,701+,4.8,701+,1.0,701+,9.1,701+,1,701+,-
1201-1400,1201-1400,Central Michigan University,US,United States,L,FC,HI,4,A,3.6,601+,4.2,601+,7.8,701+,8.1,701+,3.5,701+,3.1,701+,2.1,701+,10.8,701+,,,-
1201-1400,,Chaoyang University of Technology,TW,Taiwan,L,FO,VH,3,C,5.6,601+,6.7,601+,4.2,701+,3.5,701+,6.7,701+,5.7,701+,1.0,701+,7.9,701+,3.3,701+,-
1201-1400,1201-1400,China University of Political Science and Law,CN,China (Mainland),L,FO,MD,3,A,3.7,601+,27.6,351,9.1,701+,1.2,701+,4.0,701+,1.5,701+,1.0,701+,9.2,701+,1,701+,-
1201-1400,,Chitkara University,IN,India,L,CO,HI,2,B,4.8,601+,4.6,601+,20.3,658,1.9,701+,4.3,701+,3.2,701+,1.3,701+,8.1,701+,1.7,701+,-
1201-1400,,Chittagong University of Engineering and Technology,BD,Bangladesh,M,FO,HI,3,A,8.0,601+,12.6,601+,7.2,701+,4.5,701+,,,,,1.0,701+,11.3,701+,,,-
1201-1400,1201-1400,Cleveland State University,US,United States,L,CO,HI,4,A,4.3,601+,4.2,601+,8.9,701+,4.8,701+,4.3,701+,17.2,585,1.0,701+,11.1,701+,,,-
1201-1400,1001-1200,CUNY The City College of New York,US,United States,M,FC,HI,3,A,6.2,601+,1.8,601+,11.4,701+,15.0,636,4.3,701+,5.5,701+,1.5,701+,6.9,701+,,,-
1201-1400,,Daffodil International University,BD,Bangladesh,L,FO,HI,2,B,8.0,601+,16.5,520,3.9,701+,2.4,701+,4.8,701+,2.0,701+,1.0,701+,10.1,701+,2,701+,-
1201-1400,1401+,Damascus University,SY,Syrian Arab Republic,XL,FC,MD,5,A,5.1,601+,4.2,601+,1.1,701+,1.2,701+,1.6,701+,3.9,701+,1.0,701+,64,90,1.1,701+,-
1201-1400,1201-1400,Dokuz Eylül Üniversitesi,TR,Turkey,XL,FC,HI,3,A,5.7,601+,5.9,601+,2.9,701+,2.4,701+,3.2,701+,6.2,701+,2.1,701+,7.5,701+,16.7,584=,-
1201-1400,,East West University,BD,Bangladesh,M,SP,,3,C,5.8,601+,14.6,559,3.1,701+,2.5,701+,1.3,701+,1.0,701+,1.0,701+,10.5,701+,1,701+,-
1201-1400,1401+,Erciyes Üniversitesi,TR,Turkey,XL,FC,HI,3,A,3.9,601+,3.1,601+,1.9,701+,4.9,701+,3.5,701+,6.5,701+,3.0,701+,7.5,701+,10.3,665=,-
1201-1400,1201-1400,Feng Chia University,TW,Taiwan,L,FO,VH,3,C,10.0,601+,7.5,601+,4.5,701+,6.0,701+,3.9,701+,5.8,701+,1.0,701+,14.4,584,1.1,701+,-
1201-1400,1201-1400,Florida Atlantic University - Boca Raton,US,United States,L,FC,HI,4,A,4.9,601+,3.8,601+,5.6,701+,10.1,701+,10.2,701+,3.6,701+,7.2,701+,9.5,701+,3.4,701+,-
1201-1400,1201-1400,Fu Jen Catholic University,TW,Taiwan,L,FC,HI,4,B,7.3,601+,7.5,601+,4.3,701+,6.8,701+,7.9,701+,7.4,701+,1.0,701+,21.8,381,1.5,701+,-
1201-1400,1201-1400,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,CO,Colombia,M,FO,HI,4,C,6.0,601+,4.5,601+,9.2,701+,1.7,701+,2.3,701+,1.1,701+,1.0,701+,7.8,701+,1,701+,-
1201-1400,1201-1400,Gebze Yüksek Teknoloji Enstitüsü (GYTE),TR,Turkey,M,CO,VH,3,A,3.9,601+,2.7,601+,10.1,701+,13.2,675,3.0,701+,2.7,701+,1.6,701+,9.1,701+,1.1,701+,-
1201-1400,1201-1400,German University in Cairo,EG,Egypt,L,CO,MD,2,B,7.9,601+,11.4,601+,7.3,701+,2.1,701+,14.2,680,1.2,701+,1.0,701+,6,701+,1,701+,-
1201-1400,1201-1400,Hanoi University of Science and Technology,VN,Vietnam,XL,FO,VH,4,A,6.1,601+,8.7,601+,2.4,701+,4.3,701+,3.8,701+,1.2,701+,1.6,701+,15.3,549,1.2,701+,-
1201-1400,1201-1400,Helwan University ,EG,Egypt,XL,CO,HI,3,A,7.0,601+,10.1,601+,4.4,701+,1.6,701+,1.2,701+,2.3,701+,5.2,701+,9.2,701+,1.2,701+,-
1201-1400,1201-1400,Hohai University,CN,China (Mainland),XL,FO,VH,3,A,4.1,601+,1.5,601+,8.3,701+,13.6,665,,,,,11.2,648,5.9,701+,4.1,701+,-
1201-1400,1201-1400,Hongik University ,KR,South Korea,L,FO,VH,4,C,5.9,601+,5.9,601+,9.3,701+,3.1,701+,17.6,620,10.0,701+,1.0,701+,6.8,701+,1,701+,-
1201-1400,1201-1400,Indiana State University,US,United States,M,CO,HI,4,A,6.3,601+,4.8,601+,7.8,701+,2.8,701+,1.9,701+,2.4,701+,1.0,701+,9.1,701+,1,701+,-
1201-1400,1201-1400,International Islamic University Islamabad (IIU),PK,Pakistan,L,FO,VH,3,A,6.3,601+,10.8,601+,3.6,701+,7.2,701+,4.5,701+,6.7,701+,4.4,701+,6.9,701+,1.1,701+,-
1201-1400,1001-1200,Istanbul Aydin University  ,TR,Turkey,L,CO,MD,2,B,3.7,601+,2.8,601+,12.1,701+,1.4,701+,9.5,701+,50.5,289,1.0,701+,8.4,701+,2.4,701+,-
1201-1400,1201-1400,Istanbul Bilgi Üniversitesi,TR,Turkey,M,FO,HI,3,B,4.4,601+,4.5,601+,12.6,701+,2.0,701+,6.4,701+,25.5,470,1.0,701+,10.2,701+,2.6,701+,-
1201-1400,1001-1200,Ivan Franko National University of Lviv,UA,Ukraine,L,CO,HI,5,A,4.3,601+,10.1,601+,34.2,467,1.3,701+,1.4,701+,2.0,701+,1.0,701+,12,701+,1.1,701+,-
1201-1400,1201-1400,Izmir Institute of Technology (IZTECH),TR,Turkey,M,CO,HI,3,A,6.6,601+,3.5,601+,5.9,701+,7.5,701+,3.4,701+,2.3,701+,1.0,701+,6.9,701+,3.5,701+,-
1201-1400,,Jahangirnagar University,BD,Bangladesh,,FO,,4,,8.5,601+,13.7,590,,,,,,,,,1.2,701+,,,,,-
1201-1400,1201-1400,Jamia Hamdard,IN,India,M,CO,VH,3,A,4.2,601+,1.5,601+,7.6,701+,12.6,686,,,3.0,701+,1.0,701+,7.7,701+,1,701+,-
1201-1400,1001-1200,Jeju National University ,KR,South Korea,M,FC,HI,4,A,4.8,601+,2.0,601+,25.3,580,6.6,701+,3.8,701+,4.2,701+,1.1,701+,5.2,701+,1.1,701+,-
1201-1400,,Kenyatta University,KE,Kenya,XL,CO,MD,,,7.1,601+,8.0,601+,1.4,701+,1.3,701+,,,,,1.0,701+,15.1,555,,,-
1201-1400,1001-1200,Kharkiv National University of Radio Electronics ,UA,Ukraine,M,FO,VH,4,A,3.7,601+,13.1,601+,26.0,569,1.5,701+,1.4,701+,10.9,696,1.0,701+,10.5,701+,2.1,701+,-
1201-1400,,Khulna University of Engineering and Technology,BD,Bangladesh,M,FO,VH,3,A,5.9,601+,11.4,601+,11.2,701+,4.8,701+,,,,,1.0,701+,8.3,701+,1,701+,-
1201-1400,1201-1400,Kindai University (Kinki University),JP,Japan,XL,FC,HI,4,C,5.3,601+,4.6,601+,10.6,701+,4.5,701+,16.4,646,2.1,701+,1.2,701+,7.8,701+,1.1,701+,-
1201-1400,1201-1400,King Mongkut\'s Institute of Technology Ladkrabang,TH,Thailand,L,FO,VH,4,A,8.1,601+,7.4,601+,4.8,701+,3.1,701+,15.7,656,1.6,701+,1.1,701+,9.5,701+,1.3,701+,-
1201-1400,,King Mongkut's University of Technology North Bangkok,TH,Thailand,L,FO,VH,3,A,8.1,601+,5.8,601+,3.7,701+,3.0,701+,3.4,701+,1.1,701+,1.1,701+,8.3,701+,1.1,701+,-
1201-1400,,Korkyt Ata Kyzylorda University,KZ,Kazakhstan,M,FO,MD,4,A,5.9,601+,6.3,601+,5.1,701+,1.0,701+,2.6,701+,1.2,701+,1.0,701+,12.4,701+,1.3,701+,-
1201-1400,1201-1400,Kwansei Gakuin University,JP,Japan,L,CO,HI,4,B,4.2,601+,6.4,601+,4.5,701+,2.5,701+,24.4,543,3.9,701+,1.0,701+,10.6,701+,1,701+,-
1201-1400,,M.Kh. Dulaty Taraz Regional University,KZ,Kazakhstan,L,CO,MD,1,A,6.6,601+,2.6,601+,10.8,701+,1.0,701+,,,20.5,540,1.0,701+,9.9,701+,1,701+,-
1201-1400,1201-1400,Marmara University,TR,Turkey,XL,FO,VH,5,A,6.8,601+,8.3,601+,5.0,701+,2.3,701+,3.0,701+,3.6,701+,2.1,701+,15.4,548,6.1,701+,-
1201-1400,1001-1200,Marquette University,US,United States,M,CO,VH,5,B,3.4,601+,3.8,601+,23.7,600,9.3,701+,6.8,701+,2.7,701+,1.5,701+,13.2,651,1.1,701+,-
1201-1400,1001-1200,Mendeleev University of Chemical Technology,RU,Russia,M,FO,VH,5,A,4.9,601+,3.9,601+,30.5,515,2.7,701+,1.1,701+,5.7,701+,1.0,701+,7.2,701+,1,701+,-
1201-1400,1201-1400,Miami University,US,United States,L,CO,HI,5,A,4.2,601+,4.7,601+,6.5,701+,8.7,701+,6.5,701+,6.6,701+,1.2,701+,23,364,4.1,701+,-
1201-1400,1201-1400,Moscow Pedagogical State University,RU,Russia,L,FO,HI,5,A,8.3,601+,2.7,601+,7.6,701+,1.4,701+,1.2,701+,25.9,464,1.0,701+,7.1,701+,1,701+,-
1201-1400,1001-1200,Nagoya Institute of Technology (NIT),JP,Japan,M,SP,,2,A,5.9,601+,2.3,601+,6.8,701+,15.3,627,5.5,701+,4.5,701+,1.2,701+,9.5,701+,1,701+,-
1201-1400,,Naresuan University,TH,Thailand,L,FC,MD,3,A,6.5,601+,3.3,601+,6.5,701+,2.0,701+,5.9,701+,1.3,701+,1.0,701+,7.9,701+,4.4,701+,-
1201-1400,1201-1400,National Dong Hwa University,TW,Taiwan,M,FO,VH,2,A,6.3,601+,2.3,601+,6.5,701+,6.4,701+,3.2,701+,10.2,701+,1.0,701+,7.6,701+,2.3,701+,-
1201-1400,1201-1400,National Research University Moscow Power Engineering Institute (MPEI),RU,Russia,M,FO,VH,5,A,5.8,601+,3.5,601+,11.7,701+,2.0,701+,7.9,701+,45.0,323,1.1,701+,7.8,701+,1.4,701+,-
1201-1400,1201-1400,National Taipei University,TW,Taiwan,M,FO,HI,2,A,7.5,601+,4.5,601+,8.2,701+,3.2,701+,2.7,701+,5.2,701+,1.0,701+,16.1,518,3.1,701+,-
1201-1400,1001-1200,National Taiwan Ocean University,TW,Taiwan,M,FO,VH,3,A,5.7,601+,3.2,601+,11.6,701+,10.1,701+,5.6,701+,7.7,701+,1.1,701+,8.6,701+,5.6,701+,-
1201-1400,1201-1400,National University of Life and Environmental Sciences of Ukraine,UA,Ukraine,L,FO,HI,5,A,5.7,601+,4.4,601+,17.2,701+,1.4,701+,1.2,701+,1.2,701+,1.1,701+,9.8,701+,1.1,701+,-
1201-1400,,"National University of Modern Languages (NUML), Islamabad",PK,Pakistan,L,FO,MD,4,,6.6,601+,7.2,601+,5.3,701+,1.4,701+,4.8,701+,1.3,701+,1.0,701+,7.8,701+,,,-
1201-1400,,Norwegian University of Life Sciences (UMB),NO,Norway,,SP,,,,5.9,601+,3.7,601+,,,,,,,,,41.5,366,,,,,-
1201-1400,1201-1400,Nova Southeastern University,US,United States,L,CO,HI,4,,2.9,601+,3.3,601+,14.0,701+,3.1,701+,4.4,701+,3.9,701+,1.1,701+,10.2,701+,,,-
1201-1400,1201-1400,Óbuda University,HU,Hungary,M,FO,VH,2,A,4.5,601+,3.9,601+,2.1,701+,6.6,701+,13.6,693,7.6,701+,1.3,701+,5.6,701+,1,701+,-
1201-1400,1201-1400,OSMANIA UNIVERSITY,IN,India,M,CO,VH,5,A,4.7,601+,3.5,601+,3.5,701+,17.5,590,,,5.9,701+,1.0,701+,7.5,701+,1,701+,-
1201-1400,801-1000,Perm State National Research University,RU,Russia,M,FO,VH,5,A,5.0,601+,1.7,601+,41.1,383,1.5,701+,1.4,701+,5.8,701+,1.0,701+,7.7,701+,2.5,701+,-
1201-1400,801-1000,Pondicherry University,IN,India,XL,CO,HI,3,A,4.0,601+,1.9,601+,6.5,701+,12.2,694,1.1,701+,1.1,701+,1.2,701+,4.7,701+,8.4,695=,-
1201-1400,1201-1400,Pontificia Universidad Catolica Madre y Maestra,DO,Dominican Republic,M,FO,MD,4,B,3.6,601+,8.0,601+,9.8,701+,1.2,701+,13.7,692,13.9,645,1.0,701+,19.9,418,,,-
1201-1400,1201-1400,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),BR,Brazil,M,FC,HI,4,B,6.9,601+,3.8,601+,10.5,701+,7.8,701+,2.4,701+,2.2,701+,1.2,701+,6.7,701+,4.1,701+,-
1201-1400,1201-1400,Portland State University,US,United States,L,CO,VH,4,A,4.3,601+,2.1,601+,9.5,701+,10.5,701+,1.6,701+,5.3,701+,4.9,701+,10.3,701+,18.4,560=,-
1201-1400,1201-1400,Pukyong National University ,KR,South Korea,L,CO,VH,3,A,6.6,601+,3.4,601+,10.3,701+,7.0,701+,6.6,701+,8.1,701+,1.6,701+,4.2,701+,1.3,701+,-
1201-1400,1201-1400,Rikkyo University,JP,Japan,L,FO,HI,5,C,4.1,601+,12.0,601+,10.1,701+,2.6,701+,24.9,537,6.2,701+,1.0,701+,8.6,701+,1,701+,-
1201-1400,1201-1400,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,RU,Russia,L,FO,HI,5,A,7.1,601+,3.5,601+,7.7,701+,1.3,701+,2.0,701+,4.8,701+,1.0,701+,9.9,701+,5.3,701+,-
1201-1400,1201-1400,Russian State University for the Humanities ,RU,Russia,M,FO,VH,3,A,5.4,601+,2.6,601+,17.5,701+,1.3,701+,1.7,701+,4.1,701+,1.0,701+,8.6,701+,1,701+,-
